icmp_type_code_entropy,icmp_invalid_type_ratio,icmp_non_echo_ratio,icmp_type_diversity,icmp_nonstandard_type_count,icmp_code_field_entropy,icmp_nonzero_code_ratio,icmp_bad_checksum_ratio,icmp_good_checksum_ratio,icmp_checksum_entropy,icmp_checksum_delta_mean,icmp_checksum_delta_std,ip_id_reuse_rate,icmp_seq_increment_std,icmp_seq_entropy,icmp_seq_monotone_ratio,icmp_seq_autocorr_lag1,icmp_id_reuse_rate,icmp_id_entropy,icmp_id_delta_mean,icmp_id_delta_std,icmp_id_seq_correlation,icmp_covert_id_count,icmp_payload_len_mean,icmp_payload_len_std,icmp_payload_len_entropy,icmp_payload_len_variance,icmp_nonstd_payload_ratio,payload_byte_entropy_mean,payload_byte_entropy_std,payload_compress_ratio_mean,payload_compress_ratio_std,payload_printable_ratio_mean,payload_printable_ratio_std,payload_null_byte_ratio_mean,payload_null_byte_ratio_std,payload_bigram_entropy_mean,payload_bigram_entropy_std,flow_total_bytes,flow_duration_sec,flow_bytes_per_sec,icmp_orphan_request_ratio,flow_byte_asymmetry,ip_ttl_mean,pkt_size_mean,pkt_size_std,pkt_size_max,pkt_size_median,pkt_size_entropy,pkt_size_skewness,pkt_size_kurtosis,pkt_size_coeff_variation,pkt_size_iqr,pkt_size_bin_60_240,pkt_size_bin_240_420,pkt_size_bin_420_600,pkt_size_bin_600_780,pkt_size_bin_780_960,pkt_size_bin_960_1140,pkt_size_bin_1140_1320,pkt_size_bin_1320_1442,pkt_size_trans_small_small,pkt_size_trans_small_med,pkt_size_trans_small_large,pkt_size_trans_small_xlarge,pkt_size_trans_med_small,pkt_size_trans_med_med,pkt_size_trans_med_large,pkt_size_trans_med_xlarge,pkt_size_trans_large_small,pkt_size_trans_large_med,pkt_size_trans_large_large,pkt_size_trans_large_xlarge,pkt_size_trans_xlarge_small,pkt_size_trans_xlarge_med,pkt_size_trans_xlarge_large,pkt_size_trans_xlarge_xlarge,pkt_uniform_size_ratio,flow_kl_divergence_baseline,ipt_mean,ipt_std,ipt_min,ipt_max,ipt_median,ipt_percentile_90,ipt_percentile_99,ipt_entropy,ipt_skewness,ipt_coeff_variation,ipt_iqr,ipt_autocorr_lag1,ipt_autocorr_lag2,ipt_autocorr_lag3,ipt_periodicity_score,ipt_timing_regularity,ipt_jitter_mean,ipt_jitter_std,label_technique,label_binary,label_protocol
0.6002633,0.14620632,0.14620632,0.9734784,44.0,0.15077654,0.016614355,0.0,1.0,7.2706294,22864.816,27628.184,0.9966771,24782.658,6.1736326,0.5385253,-0.15392412,0.39560586,5.081664,22444.6,28904.795,0.4537257,119.57818,333.097,439.06415,4.356333,192786.55,0.55685717,5.5842886,1.3610958,1.1169271,0.07092394,0.77647763,0.3025237,0.0013638493,0.0034636357,6.0659695,2.0752096,112875.4,4.980378,22663.203,0.8537937,109339.12,128.0,375.097,439.06415,1436.0,75.052124,4.356333,1.1287644,-0.28243643,1.1710497,572.4294,0.6292236,0.047536932,0.05316594,0.04024285,0.04725699,0.06608902,0.0517808,0.06470388,0.45406744,0.06177049,0.07844024,0.08140449,0.07316204,0.0017593998,0.008427299,0.010371548,0.07019779,0.011576398,0.013520648,0.018429147,0.08001479,0.018613998,0.011576398,0.006667899,0.4431428,5.4114857,0.016604431,0.016437171,5.594303e-05,0.09033851,0.011727341,0.03736193,0.07958991,6.3921523,1.9577674,0.9900029,0.016111799,0.047371134,0.045621708,0.009148719,0.03589224,0.047371134,0.011797272,0.011445738,3,1,ICMP
-1.4426951e-10,0.0,0.0,-1.4426951e-10,0.0,0.0,0.0,0.0,1.0,5.3203883,22482.63,26690.283,0.99346405,33666.895,1.9620843,0.6052632,0.017550448,0.0,1.9620843,27208.494,33666.895,1.0,0.0,42.588234,13.627889,3.3237288,185.71935,0.6405229,1.6653932,2.2783828,0.6817483,0.5736723,0.7784302,0.30184278,0.00065280806,0.0040279115,1.6821777,2.315159,12942.0,4.981588,2597.9668,1.0,12942.0,64.0,84.588234,13.627889,118.0,82.0,3.3237288,-0.028363395,-0.48368862,0.16110855,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35947713,1.2633836,0.032773606,0.020143755,0.001058,0.101636,0.030124,0.0599717,0.08719383,6.4870806,0.74546087,0.61463344,0.029538,-0.27361178,0.22215788,-0.031507682,0.04803279,-0.27361178,0.01609538,0.0121123735,1,1,ICMP
-1.4426951e-10,0.0,0.0,-1.4426951e-10,0.0,0.0,0.0,0.0,1.0,5.2389383,25562.98,31600.555,0.99358976,6728.8374,3.8834438,0.63225806,-0.47878724,0.0,3.8834438,5771.542,6728.8374,1.0,0.0,43.615383,14.119663,2.9542975,199.3649,0.5192308,1.5109625,2.3033545,0.6052338,0.5047253,0.8025802,0.3005123,0.0009479854,0.0039453423,1.5379498,2.3577702,13356.0,4.980481,2681.6687,1.0,13356.0,64.0,85.61539,14.119663,122.0,82.0,2.9542975,0.43655995,0.2975057,0.1649197,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48076922,1.4481876,0.032132134,0.019840034,0.000815,0.087628,0.031814,0.057513,0.08281418,6.42994,0.36979842,0.6174514,0.0287875,-0.48013985,0.28491917,-0.16742322,0.080764174,-0.48013985,0.016446386,0.011096996,1,1,ICMP
0.5588996,0.13053958,0.13053958,0.87641716,42.0,0.1498591,0.017172337,0.0,1.0,7.3355,22306.492,27184.717,0.9968919,34925.02,6.0440207,0.56398064,0.12478113,0.3796785,5.1982694,18441.025,25121.566,0.049684674,123.16287,296.46194,401.42957,4.2754292,161145.78,0.5247744,2.3202744,2.1718154,0.7242415,0.44360945,0.78187054,0.3029262,0.001337685,0.00547048,2.4173055,2.3245752,108898.2,4.973353,21896.412,0.8694604,105391.54,128.0,338.46194,401.42957,1438.4886,74.0,4.2754292,1.2821069,0.22113167,1.1861944,492.18304,0.6388143,0.059701417,0.056437597,0.050713487,0.054469362,0.04923731,0.05545348,0.03517306,0.48359254,0.08155576,0.0685911,0.063836195,0.07204595,0.009353331,0.015095337,0.010990459,0.08007511,0.008859782,0.010990459,0.004104877,0.061862,0.0077162045,0.009353331,0.011977559,0.47522563,5.16611,0.0155061,0.013678736,0.00019233115,0.08098867,0.011124269,0.03409759,0.058117505,6.431884,1.5702171,0.882255,0.016680878,0.05998653,0.032645155,0.061848983,0.032191686,0.05998653,0.010534496,0.008721272,3,1,ICMP
-1.4426951e-10,0.0,0.0,-1.4426951e-10,0.0,0.0,0.0,0.0,1.0,5.4189453,21918.744,26353.295,0.9935065,43472.758,1.0492656,0.60784316,-0.5579307,0.0,1.0492656,38340.99,43472.758,1.0,0.0,42.33766,15.275488,3.422112,233.34053,0.6363636,1.985842,2.3997707,0.7394931,0.5714162,0.72733104,0.32598752,0.0020431282,0.011066467,2.0123436,2.447787,12988.0,4.97395,2611.2043,1.0,12988.0,64.0,84.33766,15.275488,122.0,82.0,3.422112,0.27683818,-0.33831847,0.18112297,22.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363637,1.1561315,0.032509476,0.021049544,6e-05,0.124013,0.032394,0.0596254,0.08338956,6.336513,0.6832683,0.6474895,0.032591,-0.34244058,0.17651351,-0.16424915,0.11845257,-0.34244058,0.016779715,0.012709228,1,1,ICMP
0.5790445,0.13803628,0.13803628,0.92637223,48.0,0.19128066,0.021405421,0.0,1.0,7.4045177,23296.998,28413.723,0.99712425,21527.807,6.247991,0.53022707,-0.026464056,0.42608666,4.9125767,19891.355,26727.607,-0.102003634,148.69635,328.39047,412.06683,4.7091794,169814.81,0.58265257,5.741733,1.4233642,1.1115015,0.07883296,0.7405745,0.31104675,0.0016135327,0.0034597332,6.304626,2.1677382,128860.52,4.9459686,26050.312,0.8619637,124904.17,128.0,370.39047,412.06683,1428.18,84.409996,4.7091794,1.0916895,-0.22971432,1.1126207,583.72546,0.6026709,0.055514332,0.062466312,0.06854332,0.059553225,0.058352757,0.05758977,0.03530938,0.4231527,0.087324426,0.076226644,0.07213828,0.09473527,0.01398183,0.011536206,0.011134767,0.08115488,0.016063003,0.01690287,0.0041253576,0.05979919,0.014018819,0.011937646,0.005768103,0.4173474,5.7859144,0.014263342,0.014392931,4.805637e-05,0.08936192,0.0097999405,0.03191974,0.06570269,6.342459,2.1806824,1.00911,0.014534577,0.0034574196,0.029512845,-0.0512791,0.036600664,0.0034574196,0.010265952,0.010087897,3,1,ICMP
-1.4426951e-10,0.0,0.0,-1.4426951e-10,0.0,0.0,0.0,0.0,1.0,5.392819,20761.229,25062.629,0.994012,17045.414,2.5512412,0.61445785,-0.55841,0.0,2.5512412,15027.012,17045.414,1.0,0.0,41.041916,13.815878,3.1940098,190.87848,0.5808383,1.6548856,2.2675004,0.6815511,0.5618255,0.77248806,0.31093794,0.00055705797,0.0036568062,1.6744105,2.3074915,13868.0,4.964226,2793.5876,1.0,13868.0,64.0,83.041916,13.815878,122.0,82.0,3.1940098,0.27325445,-0.052498695,0.16637234,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41916168,1.2835681,0.029904976,0.018211273,0.001485,0.096176,0.029157,0.053397,0.0775256,6.5940228,0.6785312,0.60897136,0.02360925,-0.3086381,0.08894678,-0.0027548831,0.11115467,-0.3086381,0.014577337,0.010915665,1,1,ICMP
-1.4426951e-10,0.0,0.0,-1.4426951e-10,0.0,0.0,0.0,0.0,1.0,4.373342,18657.21,23343.146,0.9861111,1.9382452,6.169925,1.0,0.99922913,0.0,6.169925,2.6197183,1.9382452,1.0,0.0,45.34722,13.519697,3.146511,182.78221,0.5694444,1.8775333,2.5075498,0.6506211,0.5079408,0.7740485,0.30301008,0.0010520283,0.005245745,1.9266691,2.5824091,6289.0,4.917688,1278.853,1.0,6289.0,64.0,87.34722,13.519697,117.0,82.0,3.146511,0.17865719,-0.22531708,0.15478107,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43055555,1.3210355,0.06926321,0.027231824,0.03207,0.210514,0.064322,0.109479,0.1621566,5.2690525,2.5251832,0.3931643,0.016293,-0.0042060195,0.049702,-0.07310591,0.13427237,-0.0042060195,0.016858399,0.021386132,1,1,ICMP
-1.4426951e-10,0.0,0.0,-1.4426951e-10,0.0,0.0,0.0,0.0,1.0,5.235897,26801.482,31044.758,0.9917355,11301.829,2.8822455,0.60833335,-0.5672124,0.0,2.8822455,10003.417,11301.829,1.0,0.0,43.14876,14.009242,3.2599628,196.25887,0.59504133,1.8287427,2.4406013,0.65940636,0.5220931,0.76738197,0.30978817,0.0017558716,0.006670007,1.865655,2.4999042,10303.0,4.938127,2086.4187,1.0,10303.0,64.0,85.14876,14.009242,122.0,82.0,3.2599628,0.21170856,-0.1686977,0.16452667,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40495867,1.2460462,0.041151058,0.025240283,0.00013,0.10594,0.0375485,0.0748871,0.10397796,6.275437,0.64141464,0.6133569,0.03681875,-0.31578368,0.03053141,0.060723636,0.10504674,-0.31578368,0.020189848,0.015147343,1,1,ICMP
0.6077414,0.14916286,0.14916286,0.99257755,98.0,0.24385186,0.02739726,0.0,1.0,7.6958027,21719.42,26767.316,0.99847794,22632.56,6.906674,0.52134144,-0.009392265,0.4307458,5.1465783,19724.066,26554.873,0.312704,284.0,332.48706,416.88116,5.06464,173789.9,0.60730594,5.73347,1.4295675,1.1161387,0.09413574,0.73292464,0.31245673,0.001708032,0.0037058536,6.3001194,2.1788723,246038.0,4.994518,49261.61,0.8508371,237814.0,128.0,374.48706,416.88116,1432.0,88.0,5.06464,1.0856277,-0.29071814,1.1132058,575.0,0.59665143,0.07001522,0.0608828,0.04414003,0.065449014,0.05936073,0.05936073,0.04414003,0.4375,0.07012195,0.085365854,0.07317073,0.067073174,0.010670732,0.013719512,0.013719512,0.085365854,0.0121951215,0.015243903,0.0121951215,0.076219514,0.0121951215,0.010670732,0.0045731706,0.39269406,5.846804,0.0076135946,0.007170441,5.8e-05,0.040032,0.005509,0.017413,0.0328812,6.75898,1.5433356,0.94179446,0.008887,-0.0014342061,0.016372489,-0.053817317,0.022699947,-0.0014342061,0.0054976125,0.0046034204,3,1,ICMP
0.5120849,0.11409336,0.11409336,0.8026072,61.756546,0.14212224,0.015430219,0.0,1.0,7.0061703,17846.62,22934.281,0.99811965,7025.341,6.527362,0.5415157,0.1660752,0.0010876863,6.733273,17381.389,23004.162,0.16673964,0.0,58.35906,9.500551,2.0083048,90.260994,0.47685465,0.0793142,0.6043485,0.21669081,0.1435089,0.99000484,0.07716892,8.388205e-05,0.0015120249,0.08024852,0.6119411,54509.645,4.9950233,10912.035,0.88590664,49272.977,255.0,100.359055,9.500551,117.65044,106.0,2.0083048,-2.5617983,7.09406,0.09466553,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5231453,2.1747165,0.009409762,0.010022247,4.573036e-05,0.081177495,0.0063952776,0.022777895,0.047675032,5.9970336,2.5886626,1.0769008,0.009377461,0.11458045,0.06482994,0.13919827,0.06674197,0.11458045,0.006962882,0.0071944073,2,1,ICMP
-1.4426951e-10,0.0,0.0,-1.4426951e-10,0.0,0.0,0.0,0.0,1.0,4.862104,22855.512,29255.81,0.9937107,6056.4287,3.8841794,0.613924,-0.5618155,0.0,3.8841794,5300.7407,6056.4287,1.0,0.0,43.421383,13.408616,3.054407,179.79099,0.572327,1.463604,2.2770736,0.59193546,0.5049906,0.81268054,0.28733882,0.0011188688,0.0056250133,1.4899704,2.325456,13582.0,4.947528,2745.2092,1.0,13582.0,64.0,85.42139,13.408616,121.0,82.0,3.054407,0.12298985,-0.09798517,0.15697025,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42767295,1.4175628,0.031313468,0.02037745,4.6e-05,0.094897,0.0317885,0.056778,0.08840129,6.350184,0.51881546,0.6507567,0.02818375,-0.48360458,0.23562293,-0.046390634,0.1018599,-0.48360458,0.01596681,0.01266102,1,1,ICMP
-1.4426951e-10,0.0,0.0,-1.4426951e-10,0.0,0.0,0.0,0.0,1.0,5.169393,20578.264,24674.814,0.99390244,8504.382,3.4236085,0.6441718,-0.43732667,0.0,3.4236085,7206.0244,8504.382,1.0,0.0,42.987804,13.488924,3.1450043,181.95107,0.5365854,1.6972747,2.3827696,0.64056605,0.5133508,0.7852998,0.30046946,0.0010101032,0.0046305344,1.7350124,2.444491,13938.0,4.985017,2795.9785,1.0,13938.0,64.0,84.98781,13.488924,120.0,82.0,3.1450043,0.22560407,-0.062237184,0.158716,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46341464,1.334764,0.030582927,0.019351564,9.2e-05,0.09135,0.030183,0.0533056,0.07741086,6.4174986,0.39864084,0.6327571,0.0317155,-0.46280995,0.3569776,-0.22747293,0.1257429,-0.46280995,0.016177129,0.010619961,1,1,ICMP
-1.4426951e-10,0.0,0.0,-1.4426951e-10,0.0,0.0,0.0,0.0,1.0,5.527827,22132.893,26624.172,0.9941176,17089.615,2.7030294,0.5976331,-0.6546147,0.0,2.7030294,15387.716,17089.615,1.0,0.0,43.58235,14.463208,3.6095824,209.18439,0.62352943,1.9040308,2.4850934,0.6667532,0.5210638,0.764702,0.3075351,0.0012954319,0.0062294765,1.9458718,2.5497832,14549.0,4.953692,2937.0012,1.0,14549.0,64.0,85.58235,14.463208,120.0,82.0,3.6095824,0.20774487,-0.39005965,0.16899756,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3764706,1.0749369,0.029311787,0.017284807,0.000584,0.09232,0.027969,0.0519318,0.07511052,6.5196195,0.65638804,0.58968794,0.024604,-0.28252953,0.14050479,0.04222582,0.06527187,-0.28252953,0.01370757,0.010529344,1,1,ICMP
0.62290657,0.15528707,0.15528707,1.015592,48.530624,0.21498224,0.024532616,0.0,1.0,7.32155,21853.424,26564.184,0.996798,23230.049,6.3907104,0.5304919,-0.000718642,0.46323803,4.6242323,18984.525,25762.46,0.19545254,145.64626,359.10483,429.8881,5.074214,184804.12,0.64573026,5.877316,1.4282273,1.1048818,0.078757614,0.7084998,0.31459278,0.0017744509,0.002937133,6.489784,2.1635368,125321.46,4.9844522,25142.084,0.8447129,121323.805,128.0,401.10483,429.8881,1434.9932,99.64281,5.074214,0.99834,-0.4556737,1.072016,620.72266,0.57253873,0.059779808,0.06295721,0.07793297,0.044804044,0.06512477,0.06457056,0.052291926,0.40202346,0.07173391,0.07547741,0.08511444,0.09475148,0.021980658,0.013380537,0.01069935,0.072265066,0.018186355,0.0085747205,0.0085747205,0.06477806,0.026761074,0.012849379,0.012849379,0.35426977,6.2976193,0.01601124,0.015380269,9.051686e-05,0.104820125,0.011213345,0.035702523,0.06936289,6.2659845,1.9295484,0.95952564,0.017349843,-0.04876266,-0.009544034,-0.016115976,0.032589603,-0.04876266,0.011375952,0.010348567,3,1,ICMP
0.4824119,0.10427807,0.10427807,0.7449131,39.0,0.14937896,0.01604278,0.0,1.0,6.7635183,26102.775,33252.367,0.9973262,2369.7158,6.8150907,0.60053617,0.40252927,0.0,6.3876696,12145.501,16891.072,0.0695418,0.0,58.41711,9.599038,1.8749074,92.141525,0.45989305,1.6922382,2.3320525,0.64784443,0.5173835,0.7803768,0.30386886,0.0013138845,0.005945683,1.7197676,2.3803475,37556.0,4.959528,7572.4946,0.8957219,34324.0,255.0,100.417114,9.599038,117.0,106.0,1.8749074,-2.6310067,7.372881,0.09559165,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54010695,2.2256515,0.013296322,0.012687803,0.000157,0.099821,0.009702,0.0286798,0.05587492,6.0846014,2.2379797,0.95423406,0.013288,-0.04267585,0.046178617,0.036241584,0.05526393,-0.04267585,0.009131681,0.008808674,2,1,ICMP
0.4941385,0.10818338,0.10818338,0.7706962,41.36953,0.18488203,0.020656828,0.0,1.0,6.739799,17737.426,24486.598,0.99738526,2444.4468,6.8227158,0.5857912,0.34012714,0.0037916126,6.3907385,13545.153,18529.188,0.081342526,0.0,58.66788,9.318797,1.9604247,86.840034,0.45404536,1.2452524,1.8445448,0.528201,0.40844545,0.8385268,0.23916963,0.0009540034,0.0043171234,1.2655538,1.882597,38500.79,4.9783993,7733.54,0.8918166,34914.082,255.0,100.667885,9.318797,116.0,106.0,1.9604247,-2.5885696,7.2055254,0.09257005,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54595464,2.2070365,0.013051179,0.012597263,7.2069684e-05,0.08597282,0.009278662,0.028819066,0.057626512,6.303135,1.948277,0.96521956,0.013711223,-0.042219676,-0.038944855,-0.005985518,0.022658838,-0.042219676,0.009284345,0.008513778,2,1,ICMP
-1.4426951e-10,0.0,0.0,-1.4426951e-10,0.0,0.0,0.0,0.0,1.0,5.179227,25214.025,31574.992,0.9936709,7263.905,3.5645053,0.6242038,-0.5297105,0.0,3.5645053,6297.962,7263.905,1.0,0.0,42.822784,13.069201,3.0249138,170.80403,0.556962,1.5075343,2.2863882,0.6086433,0.51430357,0.80749,0.29373607,0.0009261991,0.005220739,1.5346354,2.338373,13402.0,4.980385,2690.9565,1.0,13402.0,64.0,84.822784,13.069201,121.0,82.0,3.0249138,0.018487202,-0.20802376,0.15407655,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.443038,1.3788475,0.0317222,0.01927255,0.000312,0.102569,0.031267,0.0561352,0.0859448,6.394472,0.7238276,0.60754144,0.027519,-0.31922418,0.20022015,0.01690818,0.071800604,-0.31922418,0.015098316,0.01197798,1,1,ICMP
0.54428,0.12527132,0.12527132,0.8592572,40.81828,0.23761767,0.02818985,0.0,1.0,7.292493,21913.209,26877.965,0.9969308,22704.635,6.164377,0.52315915,-0.060702287,0.4221841,4.9062996,19931.6,26445.967,-0.38872212,138.54517,348.36694,443.5658,4.6879587,196760.1,0.5774633,3.307064,1.9453971,0.8405928,0.3436913,0.76971775,0.3061464,0.0014039903,0.004715326,3.5261512,2.2606468,127180.35,4.959689,25644.938,0.8747287,123777.88,128.0,390.36694,443.5658,1434.7726,82.9543,4.6879587,1.0752947,-0.38708016,1.1366465,605.20135,0.6036208,0.053310476,0.06081763,0.05819773,0.04058426,0.047856383,0.060700115,0.074912556,0.3985216,0.09041873,0.061573453,0.10718493,0.0934974,0.010491049,0.007412376,0.007980987,0.06465212,0.006157345,0.006157345,0.01174608,0.101027586,0.01231469,0.013569721,0.0072945682,0.42253667,5.815985,0.015269088,0.015705897,4.614142e-05,0.10359852,0.010516401,0.037754014,0.06612912,6.2318554,2.0900903,1.0286677,0.016670575,-0.02075053,-0.0061488776,0.01896314,0.03739297,-0.02075053,0.0114185475,0.01076533,3,1,ICMP
0.6391136,0.16212001,0.16212001,1.0466194,49.59938,0.14163569,0.016223982,0.0,1.0,7.196236,20985.324,25839.979,0.9967312,18587.93,5.9630976,0.5465908,-0.11095281,0.37008834,5.31238,22038.05,28153.691,0.10043001,114.21852,310.7043,425.69977,4.3702965,181220.97,0.55170107,1.8347044,2.2972429,0.66492,0.50127435,0.7800671,0.30385804,0.0013238786,0.005846567,1.8788195,2.3691142,107901.586,4.9733686,21695.873,0.83788,103651.68,128.0,352.7043,425.69977,1428.3643,74.0,4.3702965,1.2539921,0.08114085,1.2069678,535.85846,0.6560617,0.036315735,0.05265952,0.046122007,0.052060504,0.058358412,0.030377235,0.068044886,0.47516352,0.0695902,0.081385925,0.06534913,0.07846704,0.0035198736,0.010078827,0.006919549,0.07822665,0.0065589533,0.009477835,0.016517581,0.05951137,0.019436464,0.00983843,0.009958629,0.4482989,5.004986,0.016310051,0.014485391,9.7198754e-05,0.07254009,0.011979779,0.036712233,0.064997055,6.728781,1.4506547,0.888114,0.016694013,0.025608651,0.038396537,0.028266095,0.036680873,0.025608651,0.011139127,0.009258117,3,1,ICMP
-1.4426951e-10,0.0,0.0,-1.4426951e-10,0.0,0.0,0.0,0.0,1.0,5.128843,22496.133,27562.766,0.9937107,15618.707,2.5279183,0.62658226,-0.51316655,0.0,2.5279183,13441.316,15618.707,1.0,0.0,42.207546,13.409879,3.0279286,179.82484,0.5597484,1.3776373,2.1728547,0.60436773,0.52647233,0.80859447,0.29925722,0.0015645049,0.008090939,1.4043624,2.2262232,13389.0,4.997903,2678.9236,1.0,13389.0,64.0,84.20755,13.409879,120.0,82.0,3.0279286,0.001395134,-0.10629435,0.15924795,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44025156,1.3737406,0.031632297,0.019631404,0.001272,0.128212,0.0322525,0.0546982,0.07565517,6.422235,0.9164713,0.6206126,0.02801125,-0.4174758,0.20896782,-0.09474726,0.14297551,-0.4174758,0.015434312,0.012131531,1,1,ICMP
0.5723851,0.13552013,0.13552013,0.9133643,47.501183,0.2599348,0.029926872,0.0,1.0,7.4103684,21530.309,26273.523,0.9971467,21932.701,6.199035,0.5222474,0.0038604755,0.4278839,4.964528,19337.24,26048.992,-0.36763775,151.01183,335.04974,422.78036,4.787056,178782.12,0.59191513,5.724053,1.408583,1.114733,0.08511302,0.7355588,0.31211218,0.001707801,0.0035852145,6.2650995,2.1345096,132158.48,4.9814115,26530.822,0.8644799,128198.05,128.0,377.04974,422.78036,1428.9834,86.75178,4.787056,1.0791514,-0.35527682,1.1212784,570.98224,0.5992114,0.061269514,0.06272877,0.05425588,0.048462346,0.05845971,0.07557941,0.040032946,0.4205893,0.08156225,0.072934136,0.084423706,0.084401816,0.008606234,0.008562462,0.015748914,0.072934136,0.009982245,0.012821808,0.011489568,0.08158414,0.017168697,0.012909351,0.004281231,0.40808484,5.80929,0.014254293,0.013714603,5.5470424e-05,0.093908645,0.010357118,0.031833734,0.0620266,6.275564,2.1248713,0.9627111,0.0149143925,0.026732974,-0.035723895,0.024542814,0.029361647,0.026732974,0.009906888,0.009481204,3,1,ICMP
-1.4426951e-10,0.0,0.0,-1.4426951e-10,0.0,0.0,0.0,0.0,1.0,5.194143,25313.521,31191.47,0.9936709,6550.6353,3.674837,0.611465,-0.5574624,0.0,3.674837,5775.0444,6550.6353,1.0,0.0,43.227848,13.85362,3.295954,191.92278,0.5759494,1.7181538,2.384507,0.65142024,0.53093404,0.7721095,0.31308836,0.0024783248,0.011976935,1.7562408,2.4494236,13466.0,4.962032,2713.8076,1.0,13466.0,64.0,85.22785,13.85362,122.0,82.0,3.295954,0.10537745,-0.23985341,0.16254804,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42405063,1.2848992,0.0316053,0.019115591,0.000625,0.100947,0.029927,0.0539446,0.08314652,6.388392,0.6253475,0.6048224,0.026038,-0.47050425,0.3341571,-0.13432392,0.11246768,-0.47050425,0.014872775,0.012008598,1,1,ICMP
0.5983867,0.14588128,0.14588128,0.9704591,86.57884,0.21723993,0.02453909,0.0,1.0,7.671572,21214.79,26297.398,0.9982901,21312.01,6.7722054,0.51918536,0.03301619,0.4067057,5.3400784,20374.389,27302.12,0.27699843,239.75076,321.97037,423.08636,4.8385553,179042.47,0.57727647,5.6424484,1.3770094,1.1173115,0.081178755,0.75496197,0.30774006,0.0016097229,0.003666218,6.1399374,2.0787282,213941.8,4.986198,42906.55,0.8541187,206491.88,128.0,363.97037,423.08636,1438.9298,83.050865,4.8385553,1.1927177,-0.06420727,1.1627002,560.1414,0.6225118,0.065096036,0.046315804,0.05828462,0.041815683,0.05732661,0.057833534,0.05081593,0.46909657,0.06788041,0.0762646,0.07461051,0.080951825,0.008563906,0.006220291,0.009044368,0.07085486,0.011358634,0.0035759332,0.013522528,0.06694883,0.01697744,0.012469931,0.011659376,0.42272356,5.498781,0.008540194,0.008793206,2.6343847e-05,0.0678644,0.005836819,0.018528523,0.044348605,6.185005,2.3581204,1.0223148,0.008908657,0.097715706,0.05849354,0.0958137,0.048415642,0.097715706,0.0061670803,0.0062656957,3,1,ICMP
